start_time,end_time,words
0,20,Have you ever been nervous or felt fear when you ’ve had to speak in public ?
20,40,"Maybe you ’ve been on a stage in front of a room full of people , or maybe you had a shared presentation in front of your coworkers . Or maybe you ’ve been in a room full of strangers and they made you stand up and say who you are , where you ’re from , and what you do . Now , at some point , most people have felt what it feels like to be afraid to speak in"
40,60,"public . For me , I grew up with a tremendous fear of public speaking . and my earliest memory of having a fear to speak happened in the second grade . Our teacher was going around the room and calling on students to read . Anybody been there ? I was thinking , “ Please do n’t call on me . Please do n’t call on me . ”"
60,80,"And she called someone else . I can relax . But as they would get to the end of what they were reading , that anxiety would start to build again . “ Please do n’t call on me . Please do n’t call on me . ” And then it happened . She called my name and this wave of anxiety came over my body . And as"
80,100,"I started to read , I started fumbling over my words . And the more I tried to get it together , the worse it got . And I started hearing other kids laughing at me . And by the time I finished , I was so embarrassed . I remember thinking , “ I never want to do that again . ” And it created this memory early on . “ You ’re not"
100,120,"a public speaker . This is n’t for you . You just need to stay quiet . ” And I kept that memory for years to come . Fast forward to my freshman year in college . I had to take a speech class . When I got up to give my speech , that familiar wave of anxiety came over my body again . My"
120,140,"heart started beating out of my chest , my adrenaline was racing , my throat got dry , my my muscles started to tense up , and when I was looking at my note card , my hands just started shaking . And when I tried to speak , my voice started trembling . And I felt this wave of heat come over my body , and I felt like I"
140,160,"was about to pass out . And somehow I made it through the speech , but that further anchored into my mind , “ You ’re not a speaker . You just need to give this up . ” And I continued to believe that for years . Public speaking is not for me . But over the years , I kept feeling this feeling"
160,180,"inside that I had a message to share , that I needed to speak , that I could make a bigger impact . So that led me to the first key that helped me overcome my fear of public speaking : the realization that everyone has a message to share . Each and every one of"
180,200,"you has a message inside of you that the world is waiting to hear . And your message matters . But maybe you ’re like me . For years , I did n’t think I had a message to share . I wondered , “ What could I share that would help someone else ? ” Well , my friend and mentor , Rory Vaden , says it best ."
200,220,"He says , “ You are perfectly positioned to serve the person you once were . ” Think about that . There ’s stuff you ’ve been through in your life . There ’s lessons you ’ve learned , obstacles you ’ve overcome . And there ’s lessons you ’ve learned along the way that you can take and help other people . Because right now , there ’s someone going"
220,240,"through what you went through in the past , and you can take those lessons you ’ve learned and help them overcome their challenges . So I started going through my life , and I started thinking , “ Well , what have I been through , and what lessons have I learned that I could use to help others ? ” And I started sharing those , and I started helping people . And that 's why I 'm here today ,"
240,260,"sharing this message , because I overcame the fear of public speaking years ago , and I wanted to share what helped me so other people can share their message with the world . So first , I realized I had a message to share . Then I started asking myself , “ Well , what goes through my head that makes me so nervous before I get up to speak ? ”"
260,280,"And I would think thoughts like , “ They ’re going to judge me . What if they do n’t like the way I look , or the way I ’m dressed , or what if they do n’t like the sound of my voice , or what if I mess up and I say the wrong thing ? ” All those thoughts that were going through my head were about me . Me , me , me . And I realized I needed"
280,300,"to shift that . And that led me to the second realization that helped me overcome my fear of public speaking : realizing that sharing your message is not about you . It ’s about the people you ’re there to serve and what ’s in it for them . And my friend Rory Vaden says it best . He told me , “ Fear"
300,320,"disappears when the mission to serve is clear . ” When you have the heart to serve people , you take the focus off of you , and you start focusing on what ’s the benefit that they ’re going to get by hearing my message . And that changed everything for me . When I took the focus off of me and I started focusing on what are they going to get out of my"
