start_time,end_time,words
0,20,"Hello friends , it 's me and today we are checking out some very unlucky people . She 's playing the claw machine game . Oh , she got it . Oh , by the foot . No . Oh , it was so close . This be happen to me all the time . There is nothing like a claw machine getting your hopes up just to be like , "" Oh , here you go ."
20,40,"Oh , here Mickey for you . Oh , no . No . No . Sorry . No Mickey . No toy . You know , maybe if you give me $ 20 more dollars and 10 more tries , maybe , just maybe , you 'll be a winner . Mom , I saw this really cool hack on YouTube where you put a ton of rubber bands on a watermelon and then it 'll pop in half . Here , I did it . Why is n't it"
40,60,"working ? Yeah , that exploded . All right . You know , that melon was at its breaking point . I can no longer handle this abuse . As you can see , it does work , but you just do n't know when it will work . In the whole entire animal kingdom , seagulls have got to be the rudest and most"
60,80,"unhinged . Like , people will just be at the beach minding their own business , eating , and they will fly down and they will swoop down and steal your snack right out of your mouth . They do n't care . Like , the way he low - key teaagged her too while stealing her snack . Like , they 've been using their wings for evil . They 're evil thieves . See , I"
80,100,"'m telling you , they are the worst creatures . Look at this guy . He knew . He knew exactly what he was going to do . There was n't even food . She did n't even have any food . He went for the eyeball . Watch this in slow motion . He thought there was food in there . This is a violation . A molestation of her"
100,120,"eyeball . Bro went in there . I do n't like seagulls . I am very weary of seagulls . Traumatized by the beard . This guy might have had the worst luck ever . This guy threw a basketball in a pipe . Oh , just barely missed it . It 's going to hit his head . Ah , not the head I was talking about . Now , I 'm"
120,140,"not even a guy and I can feel this video . My peanuts . POV . When the lifeguard gets too cocky . Did you see him ? I have to go back . You know , when they do that flying kick , give you all that momentum . Bro brought himself along , too . Like , it hit him a little too hard . Where is he ? Is he okay ? Is he coming down ? Bro"
140,160,'s probably not going to have a good time going down that with no floaty . Raw dog in the water slide . I thought he was a professional at this . That was just unlucky . A bad day at the job . First time for little Billy going down the slide . How does that even happen ? There 's just
160,180,"simply not enough traction . How 'd you get a concussion going down a slide ? Poor kid probably never went on a slide again . Like what ? It 's supposed to be Oh , I 'm glad she was able to protect her daughter in time , but Oh , I mean , what were y' all trying to do ? You try to hurt nature ,"
180,200,"nature will strike back . Ooh , that 's crazy how our mom instinct just kicked in . Like , oh , protect my head . Wait , no . I have a child . Protect the child . And it all happened so fast . You know , summer grandma go lay on the I thought she was supposed to fit in the hole . Ah . So , when I was"
200,220,"growing up and we went to the grocery store , my parents would always test the watermelon by smacking it . I never understood this . I always thought I I do n't know , they 'd be smacking every melon in the box . And somehow they always brought home the perfect melon . But as an adult , I tried this and I started tapping all the melons to see"
220,240,"if there was something different about the sound . I could n't even tell you . But anyways , they brought home this melon that they thought had a good sound and it 's white . Where 's the juice ? It 's glorious watermelon essence has been sucked dry . Or maybe he was picked from the patch a little too soon . Like , how does this even happen ? How do you end up getting the worst"
240,260,"melon in the batch ? She was confident , too . Tap on all of them like , "" Oh , yes , you . "" You know , there 's so many melon hacks . How do you determine which is a good melon ? Look for one that feels heavy , looks dull and not shiny , and potentially a sweet aroma . Bro , you got it . I ai n't got time to smell each melon at the grocery store . Yellow spot means ready to eat . So ,"
260,280,"when you tap it , it 's to hear if there 's a hollow sound . That means it 's ready to eat . If it 's a dull sound , then it 's not right . Now , we know how to choose our Malone . Congratulations . You are now a melon expert . Everybody 's worst fear came to life when this dude dropped his phone and it went in the great . But wait , it 's He got so lucky it did n't fall in . It 's that Popsocket"
