start_time,end_time,words
0,20,"Am I okay ? Yeah , you 're okay . You 're going to be You 're going to be okay on the other side of this . I 'm not going to be okay . Hey , what 's going on everybody for First We Feast . I 'm Sean Evans and you 're watching Hot Ones . It 's the show with hot questions and even hotter wings . And today we 're joined by Dakota Johnson . She 's an actress and producer you know from films"
20,40,"like Sesperia , Cha Cha , Real Smooth , The Lost Daughter , and many , many more . You can also catch her starring in the latest A24 release , Materialist , a romantic comedy alongside Chris Evans and Pedro Pascal , releasing in theaters on June 9th . Dakota Johnson , welcome to the show . Thanks . How are you around spicy food before we get started ? I 'm not I 'm not I 'm"
40,60,not I 'm not going to be able to survive .
60,80,"I do n't even really like chicken . I 'm scared . This one 's fine , right ? Yeah , no big deal . I wo n't cry yet . I do n't think so ."
80,100,"I like that one . Tasty . Did you learn anything interesting about the world of high - end matchmaking making this film ? You know , it must have been really helpful , valuable to have the perspective of a director like Selene Song who had actual real"
100,120,"life experience in the business . Wow , you 're very good at this . yes . Well , a lot of her stories were pretty wild and people really do speak probably more honestly to someone who 's their matchmaker than even probably their therapist . The way that Seline"
120,140,"approached it was that it is like a business deal and Lucy 's like trading and love . It 's really interesting . Very opposite to how I think about things . They 're already on the wings . Yeah , we cut out the middleman for you , Dakota ."
140,160,Red carpet treatment . I would n't be able to do it . I would n't be able to dress my own wing . Just winging it .
160,180,"That 's spicy . I 'm not going to do well . Okay . And I 'm not going to lie to you either . That 's the trajectory that we 're on going forward . Okay . Today Today is going to be my last day . Growing up on backlots and soundstages , what stands out as like your earliest core memories"
180,200,of being drawn in by the process of making films ? I always felt like um I wanted to be a part like when they when they 'd call rolling and everyone got really quiet and I would n't see where my mom was or where my dad was and I was like watching the
200,220,"monitors . I really wanted to be in the place where they were because it just felt like this magical place . I also learned how to drive a golf cart when I was like six . That 's a big deal . And that was fun to do on the on the lot on the stages . Oh , you 're giving me a look . Third wing"
220,240,"Yeah , I 'm a This is This is a pickled garlic Disgusting . Oh my god . Pickled garlic . The Why are some of them skinny and"
