start_time,end_time,words
0,20,"This is the largest indoor water park in California . Imagine how cool it would be to have a water park all to yourself all night . So , today my daughter Salish and her best friend Nadal get to stay here all night . They 're about to dive into a series of wild splash fil water park challenges like never before . And the"
20,40,"winner gets a five - star cabana with winner gets a five - star cabana with everything you can imagine inside . And the loser , well , has to spend the night right here under the waterfall . First challenge , Mountain Ridge Raceway . Whoever gets down first and holds the most red ball pit balls in their arms wins . Are you ready ? Yeah . I 'm obviously"
40,60,"going to win because like look at Needle . Do you think he 's coordinated ? No . I think I got this pretty easily cuz I 'm heavier . He 's like a feather . She 's going to go down so slow . Oh , that 's sweet . Thank you . Are you ready ? Yeah . Here we go . 3 2 1 Jess went way ahead of me . I 'm not going"
60,80,"to win . Here they come . Oh my gosh . She 's hiding down . The doll is way ahead . No . No . Hurry , Sish . Hurry . Whoever gets more red balls in their arms in 30 seconds wins . The doll 's trying to chin me . Uh - oh . That 's I do n't know . I guess all is"
80,100,"fair today . You guys have 10 seconds . 9 8 7 6 Pick up some more . Say , "" Hurry up , Nadal . You do n't have much time left . "" 3 2 1 . Stop . Stop . Stop . Ready . Hold on . Wait . Wait . Whose was that ? Mine . Oh , well that does n't count anymore . Nadal , dump yours in there . Sish , dump it in"
100,120,"there . No . Nadal , you dropped it . Oh , I won . Let 's count . 1 2 3 4 5 6 7 8 9 1 2 3 4 5 6 9 10 . She got way more . My logo . Round one goes to sandwich water . I lost round number one , but I 'm not sleeping under that mattress in the water . Yeah , you are . You 're a loser . Well , she 's"
120,140,"not very supportive . What kind of kid did I raise ? Fight back . Get him . Nadal is down one- nothing . Moving on to the next challenge . I thought I was n't going to get wet till the fourth round . You know you 're on the water , right ? I do know . Oh , Sandy . What"
140,160,"'s the What 's the What 's this ? Thank you . Yeah , she wiped her nose on my shirt , too . Oh my gosh . To make this challenge harder , at some point in the evening , I am going to blow this whistle and a security guard is going to come running in to catch them . They will have 1 minute to hide and if they get caught , they are automatically kicked out of the water park . But you never know when it 's going to"
160,180,"happen . Next challenge . Slow rider , you go first . Okay . This is Mariana , and she is going to be instructing Salish and the doll what they 're trying to do . Whatever she tells them to do , they have to do or they lose the challenge . Whoever can stay on the board the longest wins the challenge . As soon as you go over the lip , it starts . And when you come back over the lip ,"
180,200,"it 's over . You got it . There he is . Oh , he 's just chilling . Okay . Oh , stop right here . It 's right here . She makes it It 's cool . He 's 30 seconds in . You got"
200,220,All right . And he 's done it . He made it . I do n't know how you 're going to do that . You got this . Ow . Ow . Ow . Oh . He still did it . There 's over a
220,240,minute now . Oh god . Are you waiting ? He 's for a minute . Oh . Oh . No way . What ? What ? What ? You 're cook . This is almost 2 minutes and he 's doing tricks . You
240,260,"have to do whatever she says to do . Oh , he 's going . He 's done . He 's done . He 's done . He 's Oh , he 's done . He 's done . Yeah . Good job , Neo . Great job . Look at that . 204.77 . Go , dude . That 's crazy . That was good , little girl . You got this . Let 's go . All right ,"
260,280,"here we go . 2 seconds . She 's made it 5 seconds . Okay , S , get back down there . Give her a little time . Okay , that 's my girl . This might not be too easy for you to know . Oh . Oh . Oh ."
280,300,One arm . Can you do that ? As good as yours . Really quick . Really quick . 30 seconds . Hold on . Oh no .
300,320,"Oh no . No . 44 . At least for the obvious , Nadal Wonder won that round . Tish , I hope if we ever do a video like this next time . Well , it 's okay because we still have a lot more challenges that I 'm going to win on . I do n't think you want to . Yeah , I 'm going to win on all of the future challenges . They say that"
320,340,"because they do n't know what is about to happen . Just reminding you that this guy can show up at any moment . Next challenge , howling tornado . These cups are both filled with water . The winner has to keep the water in their cup until they reach the end of the ride . Whoever spills more of it loses . Are you ready ? There we go . You 're going to get"
340,360,pushed down once I do this . And they 're one step closer to sleeping under a waterfall . But that cabana is sick . I 've been wanting to win really hard . Here we My
360,380,"guess is going to lose this round . Oh , I saw the spill from it off . Oh my Oh , the water 's already fully spilled out by now . I do n't I do n't know . I saw some spill . What was"
380,400,"that ? Hey , wait . Neither of them won . And we are going to have to redo that challenge because as I discovered later , they both cheated . I I saw that . I saw that . I have a very weird feeling they both filled their cups up on"
