start_time,end_time,words
0,5,I 'll
5,10,put you in my video all right Welcome to New
10,15,York City ah it 's always nice making friends with Out of
15,20,Towners who come to visit New York today 's video is going to
20,25,explain how I after 7 years of riding
25,30,boosted boards finally became a or perhaps the only per
30,35,professional electric boosted board professional electric boosted board Rider on the
35,40,planet but first I have to uh I have to go to um I have to go to
55,60,Vancouver see you later thank you very
60,65,much
70,75,huh Vancouver I 've uh never been
75,80,to never been to Vancouver to never been to
80,85,Vancouver before some sort of uh maybe a re
85,90,concert happening
95,100,so I 'm
100,105,only here for like a day what do I need to like what do I what do I need
105,110,know well vac is where it 's at I have like a day like what
110,115,do I do what do you do uh a day like not even a full day not even full
115,120,day not even full day you got to go to English Bay go to the beach Eng B the beach if You ' only have a
120,125,day I 'd suggest go to the beach English Bay sunset or if you if you want to get real
125,130,adventurous there 's wck Beach which is a nude beach as well I think that 's helpful thank you gentlemen
130,135,nice to meet you nice to me you nice to meet you well everybody here seems
135,140,very friendly so
140,145,far I think that 's my room
145,150,right right there came down here cuz I thought I maybe would uh like
150,155,run around town a little bit but I I got to go to bed I got
155,160,a I got a big day
180,185,big
185,190,day today so I 'm here in uh in
190,195,Vancouver for a most excellent reason this is like the most exciting work thing to
195,200,happen to me in a very
200,205,very long time let
205,210,me this is this is like
210,215,my Canadian work permit the thing that you need to legally work in Canada okay hold on
215,220,see how it says name Casey nice
220,225,that look look look it it
225,230,model
230,235,that 's right just just like Derek Zoolander I am now a
235,240,male model I mean kind of let me explain
240,245,exactly how this came to be so exactly a year ago a couple nights before the
245,250,New York City marathon 2022 I realized I needed a black shirt to run the marathon in but I did
250,255,n't have a black shirt to run the marathon in gray blue gray blue
255,260,white so I rode my skateboard to Lululemon and I found a black shirt a perfect black shirt
260,265,perfect and I ran the marathon in that perfect black
265,270,shirt let 's go casy now sometime after the marathon some folks from Lululemon reached out
270,275,and they said hey we saw you wearing our shirt we should stay in touch I said yeah we should
275,280,stay in touch about 10 months later 2 months ago they reached out and said hey have you heard of
280,285,our ABC pants and I said have I heard of them look at this
285,290,picture July 14th 2017 and those are
290,295,Lululemon pants in fact they 're these exact pair of
295,300,pants they 're my favorite pants because because while
300,305,they 're 100 % as handsome as regular pants they 're 99 % as
305,310,comfortable as sweatpants and then yeah the folks at Lululemon
310,315,said how 'd you like to ride your boosted board in our new commercial for our
315,320,men 's ABC pants I was like
330,335,I 've got to get to set now somewhere around here a black
335,340,SUV that I 've got to get in that that 's taking me two sets hey
340,345,nice to meet you nice to meet you how are you good
360,365,this is called styling this is the part where um they like pick
365,370,out the clothes for me to wear and I have to try them on and then they go that looks
370,375,good those do n't that looks great we like this we like that and then I wear that and then
375,380,this whole trailer this is like all for me and look look at all this makeup all this makeup
380,385,is is for me o I wonder if I get a haircut out
385,390,of this these are Lululemon underwear these are Lululemon
390,395,socks Lululemon shirt Lululemon pants Lululemon
395,400,jacket I had them cut my hair even though I 'm wearing a hat cuz you never ever
400,405,say no to a free haircut all right I 'm going to set now but I was very specifically told not
405,410,to film like during the shoot so I 'm I 'm leaving the camera wish me
410,415,luck we just get behind the arm okay so we 're on
415,420,set I 'm not supposed to shoot like on set cuz there 's a lot of moving Parts here but I 'm going to try
420,425,look that 's the camera
450,455,I got to wait for ity you 're here
455,460,and ready born ready thank you sir yes I think
460,465,this is like I think this is close to the last take it rained out so we had to
465,470,like stop and now I 'm riding this thing in the pouring rain and
470,475,it 's I mean it 's not pouring but it was pouring see how slippery is look at that
475,480,wheel still fun though this is like officially a
480,485,officially the last shot but it 's almost dark so they 're trying to make it work even though we
485,490,have like a little bit but it 's fun cuz like everybody 's like in it everybody 's invested in getting
490,495,this last shot to work is that it is that it we
495,500,'re done let 's he for Casey
500,505,that is a rock all right of
505,510,course that was great the
510,515,commercial is done I 've seen the finished product it 's
515,520,amazing okay I 've got it right here okay okay ready
520,525,ready ready ready
525,530,wait L right wait wait pants come
530,535,off hey look at that guy this is the actual commercial like this is what 's going to play during
535,540,football games and like on major television here in the United States of America maybe
540,545,elsewhere I look at it 's a gray one it 's a great Wayne Gretzky Wayne Gretzky is in this
545,550,commercial ready ready no pants DK metf it 's a nationally
550,555,broadcast TV commercial starring the greatest hockey player of all time NFL
555,560,superstar DK metap and that guy with the sunglasses from YouTube all right but you
560,565,probably you probably missed my favorite part of that commercial in fact I bet
565,570,you you definitely missed it ready wait for it
570,575,wait for it can you read what that
575,580,says professional athlete I actually did it after all
580,585,these years I am now a professional
585,590,boosted
