start_time,end_time,words
0,20,"This is concerning . Oh . I heard a- Okay . Welcome , chefs . You are trapped in this room . If you want to leave , you must bake a dish of my choosing . And I will do everything in my power to stop you . I burned my"
20,40,hand on the ... What the ? What was that ? Oh no ! Oh ! I hate this . What 's your name ? Text me the best pic of your buns . Are we outside ? Am I going into a freezer ? Are you about to strap ... What is ... Are you strapping me in ?
40,60,Oh no . It 's now time to escape the kitchen .
60,80,"Hello ? Oh . Oh , we find ourselves back . Okay . A kitchen . Single box there . It 's maybe ... A couple of cameras . Classic kitchen stuff . It feels like"
80,100,maybe the apron is the place to start . This is good . Okay . Oh ! What the hell was that ? Ha ha ! Okay ! If we can just take a second . Stunning .
100,120,Time to play cat . Knock 10 items onto the floor . Okay . Meow . Hi . Pay
120,140,"attention to me . Two . Oh , is that not enough ? Here we go . Meow . Meow . Meow . Six , seven . Meow . Meow ."
140,160,Floor is lava . You know the rules . Luckily you placed your stepping stones . No ! On the floor . Oh boy . Oh no ! Ah shit ! I should throw the paper on
160,180,"the floor . Whoops . Okay . This is good . Here we go . Oh , this is fun . Okay , so we 'll sort of skate , skate , skate . Well , this is good 'cause one of my items is a paper towel . Oh , I 'm ing smart . So that 's sorta ..."
180,200,"Hello . How are you doing ? I 'm Vic . Okay , it 's going this way . Am I looking for a clue ? Let me see what we have n't used yet . Oh . I 'm not Jared , I know what that sound means ."
200,220,"A beautiful tomato . This is concerning . Oh , I heard a- Okay . Oh no . Okay . And I hear you . Oh . Is this it ? This is card stock . There is nothing on ... Nope . And of"
220,240,"course not . Ding . Is that this ? Up there . Where is that coming from ? I feel like I 'm in "" Grey Gardens "" . What is happening ? Okay . I am hearing dinging . Ding . Some food storage containers . Is it up there ? Oh ! Oh no ! Oh no ! No ! Okay . Ah !"
240,260,"Ha ha ! Okay . So we got this . Perfect . Perfect . Printer . Okay . Be cool . No , no , no , no . Egg . We got the egg . The egg is safe . Printer ."
260,280,"Oh , okay . I burned my hand on the ... What the ? What was that ? Step one , season . Season ! Okay . Step one , season . Canola oil . Okay , great . So I need some sort of a bowl ."
280,300,"Pickles ! I need to put you in a ... No , no . Oh my god . Oh ... I cheated . I 'm sorry . You 're in jail . Oh shit . Okay . Yep . And here we go . Season . Season ."
300,320,"Okay . Bowl . Okay . Cleaning . Are these up for grabs ? Here we go . Oh , you know what ? If we 're getting fancy , let 's get fancy . Okay . Open"
320,340,sesame . Who 's sesame ? Are you sesame ? Open sesame . Open sesame . Open sesame . Open sesame ? Ah ! Oh ! We 're making hamburgers . We are making
340,360,"hamburgers , I 'm 95 % sure . I found a thing . A little sesame bun . A key . Oh , gorgeous ! Oh , come on . Here we go !"
360,380,"No . No ! Let 's fricking party . Now it 's all making sense . Okay , so eggs go over here . Meat goes over here . So step one , season . I have to imagine that 's seasoning my meat . Flop ."
380,400,"Just need a little ... Okay . We are gon na season this up . Okay . This is nice . Look at this . Okay , so you really wanna get the seasoning . This is gon na move . Of course . Ha ha ! . Okay ."
400,420,"Okay . Something fall ? Two , take four ounces of beef . Gently gather into an orb that is two inches in height . Okay , I need to get the pepper onto the meat without using my hands . This is smart . So now I do"
420,440,"n't waste gloves , but I do n't contaminate my ingredients . I do n't wanna like reveal that I 'm the world 's smartest person here , but I think I 'm making a burger . Want to cool this lava so"
440,460,"you can walk ? Yes , of course , I want to cool the lava . Please , room , please ! Yeah . I think I 'm gon na , I think I 'm gon na have to . Hey , ya , Vic . No . Oh yeah . No . How 's it workin ' in here , huh ? I hear you got some lava floor problems , huh ? I do . What 's your name ? Me ? Ah . I 'm Oswald . Oswald . Is this"
460,480,"going on me ? No . You want it ? No . No . You want some on ya ? I can do it . Zachy boy . I brought a little bit of ice for you to help you out . That all right ? Thank you so much , penguin . What 'd you call me ? That 's not my name . Do n't call me that . It 's Oswald . Yes , sir , Mr. Oswald ."
480,500,"Thank you . All right , you 're gon na do great , all right ? Keep working hard . Do you mean that ? I do . I believe in you . I really appreciate that . Hey , keep it up , Vic . All right ? I think that ding means something . . Better be careful . Is the floor not lava anymore ? No , no . You 're safe to walk around , but better watch this conveyor belt close , okay ? See ya , Vic . Thank you , Oswald . I could not tell"
500,520,"you what was in this . Thank you , Oswald . Ooh ! Bacon . Oh my god . This is the fattest bacon I 've ever seen . Look at that . Ah , I do n't want to contaminate . I do n't wanna contaminate . Away from the"
520,540,"egg . I have raw meat on my hands . Oh , right into the egg . Ah . I 'm being responsible and safe . Oh shit . Oh shit . No . Oh . Today 's video is brought to you by Cook Unity . Cook Unity connects a diverse group of talented chefs that cook delicious , inventive"
540,560,"meals fresh every day in regional micro - kitchens , not warehouse production facilities . For Becky and I right now , we have a toddler running around . Dinner can be quite challenging . So this has been such an easy thing to have for us sometimes throughout the week . Just put it together . It 's reliably delicious . I think something that 's great about it is they have different dietary preference filters you can sort of cater your service to everyone 's needs . We love it ."
560,580,"First up , Chef Jose Garce ’s Cuban Lechon Asado . That is honestly so good ! The pork is fatty and tender . The sauce is garlicky and a little bit like tart and acidic . So delicious . We — We do n’t have plantains enough . Next up from Chef Admony , the Middle Eastern Vegan Chili with Tahini and green Sabzi rice . Yeah ,"
580,600,"that 's delicious . I also feel very healthy eating this without compromising on taste . This tastes awesome . But thanks to Cook Unity for sponsoring this portion of today ’s video . Go to CookUnity.com/TryGuys50 to get 50 % off your first order of Cook Unity . Try them for yourself . All right , back to them . All right , perfect ."
600,620,"And ... Put these on chef of course . Oh boy , oh boy , oh boy . What are you gon na do to me ? Uh - oh . Dark brown sugar . Okay . What do we think ? I kind of love it ."
620,640,"Hop for the prize , but not so high . Both feet must stay on the ground . Oh . What is this balloon made out of ? Steel ? Oh ."
640,660,Sick . Did I do it ? This looks so good . For everybody keeping
660,680,"score at home , do not worry . The Red Bull Capri Sun Lemonade is still completely intact . There is no stuff in it , so ... Oh , I did n't , oh , I did n't put the ing hood on , huh ? I thought I was ... Oh no . I thought I was wearing the hood ."
680,700,"There 's a little bit in my hair ? Of course . Dutch oven . ♪ Dutch oven ♪ That seems glued down . Oh , of course . Hello ! How are we doing ? What 's your name ? For sure . Me"
700,720,"too . Vic . Chef 's knife . Oh . Someone in that outfit silently walking in with a knife , I thought I was about to have to fight for my life . Spatula ! Ah , thank you . I 'm"
720,740,"going to call you Alex . Kelsey . Nancy . Nancy . Thank you , Nancy . Spatula . Okay . Induction burner . Thank you . Nancy , show me the cutting board ! Come on ! New Nancy . I love that ."
740,760,"Thank you . I know we have n't known each other as long as the old Nancy , but we 're gon na be good friends . I can tell . And this has my ingredients . Half a slab of bacon diced into cubes . Okay . This looks infected . And I feel great about that . But fun fact , bacon has no germs in it . Damn , that 's"
760,780,"some fatty - ass bacon , yo . That 's some thick cut . I had another cutting board , and it 's got meat on it , but I had meat . It 's gon na be more meat , so I think that 's fine . Food safety is very important to me . It 's sort of my number one thing . And this is sort of- The most important part . No ! Okay , hold on . Hold on ."
780,800,Okay . I have nine onions . Dice all the onions ? That 's nuts . I ca n't . Who are you ? Finally . Music .
800,820,"Oh , legitimate music . Hello . Good morning . What 's your name ? 'Cause I 'm cutting onions and you think I 'm gon na cry ? I do n't need to . It 's a really beautiful song now . You will"
820,840,"continue chopping till we see you cry . It 's so beautiful . Ow . Oh . I did n't have to go that hard . Okay . I 'm a really good actor , so"
840,860,"here 's what we 're gon na do . We 're gon na manufacture this because you did n't say how . So I 'm gon na act myself into crying . So here 's what we 're gon na do . Are you ready ? I just like ... Sorry . I like , I think about like ... Being here with these onions"
860,880,"right now . And this is actually my first time having seen onions in a really , really long time . It 's really lovely . Not enough ?"
880,900,It is just so beautiful . And the onions ... Life 's funny that way
900,920,"sometimes . You meet people in the most unexpected places . I 'm just happy we have this moment . God . Okay , there we go . Do we still need four onions for this recipe ? Oh , thank you ."
920,940,"Ooh . Step four ! Yes ! Set a dutch oven over medium heat and add the bacon . And cook until fat is rendered . This looks like a crime scene in here . Step five , drain all but one tablespoon of oil from the pot . One and a half teaspoons of mustard seed , two and a half tablespoons"
940,960,"of dark brown sugar , and a quarter cup of balsamic . Add onions . This is so many onions . Okay , perfect . We do n't have balsamic . So what are we going to use ? I think the lemonade . I want something with sort of citrus in it . Three"
