start_time,end_time,words
0,20,"Today , my daughter Salish gives her credit card to ages 1 through 18 . Wait , no , we 're using your credit card . What ? No , we always do . Let 's use yours this time . Oh , no . And yours is unlimited . Today , my daughter Salish gives my unlimited credit card to YouTubers aged 1 through 18 to"
20,40,"see how they spend their money . I will watch each influencer and decide who spends their money the best . The winner will get whatever is in this mystery box . Mr. security guard . Can you please make sure that nobody touches what 's inside that box ? It 's really valuable . Okay , thank you . It seems like all of my friends are really good at"
40,60,"spending my dad 's money . I guess they learned that from me . And I do n't know if my dad is ready for that because they have some crazy ideas planned for my dad 's credit . Starting with age one , Ocean Ortiz from Familio Diamond . I 'm at Target with my one - year - old brother , Ocean , and we 're going to be buying whatever he touches . Item"
60,80,number one . Okay . He 's so cute . This is $ 40 . Oh my gosh . She 's spending $ 40 on a toy . I knew it . I knew I got the right He 's spending so much money . It has n't even been like a minute . Enough toy shopping . Now it 's time for Ocean
80,100,"to pick himself an outfit . He 's so cute . We found the perfect outfit , guys . And he 's running again . Wait , that looks exactly like what my dad wore . Wait , what video is that ? No rules . Okay . Yeah , he looked really stupid . But I bet Ocean would look really cute . He 's walking like he knows where he 's going . He 's going back to the toy section , which is good because that 's the most expensive section , so he knows what he 's"
100,120,"doing . He really likes this toy . Oh , this one , too . Okay , that 's $ 40 . I 'm glad it 's not my credit card . All right . No , Dad . Ocean is spending so much of your money . How much money is you spending ? Oh , Dad . This is my thing , Dad . I ca n't watch . Let me watch . It 's my money . It 's my money . It 's not going to fit . We"
120,140,"have spent $ 500 and safe to say he had the best day of his life . Yeah , they for sure spent $ 500 and he looks so happy . I 'm going to use this board to rank who spends the money the best and whoever ends up at number one will get the mystery prize . So , what 's in this actually ? Oh , what ? I just want to look at it . No , hold on . Is that my money"
140,160,"that we use for that ? Uh , I do n't know if it 's my I spent it . Let me look . I want to see . You mean I just want to see the I just Okay , I understand . Okay , you 're right . You 're right . How are you going to decide who spends their money the best ? That 's so subjective . Well , I 'm basing it on three"
160,180,"things . Generosity , fun , and creativity . things . Generosity , fun , and creativity . So , I think this is going to go at probably number one cuz it 's the only one I have . Oh , and he looks really cute and he looks like he had a lot of fun . Okay . All right . Bye . Are they all going to spend that much money or I do n't know . We 'll see . Maybe a little more next time . Oh , it 's me . So , we are in front of Target and"
180,200,"Jordan and Taylor got me more than I expected . She 's so cute . Okay , let 's see what she spends her money on . My money . I did n't pay his money . I have a plan , but I want to let you guys just now . Okay . Is that your first item ? Did you check how much it is ? I do n't really care how much it is . Like , it 's basically unlimited money , right ? Yeah , it is unlimited . I love these ."
200,220,"Do you even have a phone ? What ? How do you get this for your phone ? She 's buying phone cases and she does n't even have a phone . She 's really trying to waste his money . I like her . We 're in the sports section . Hey , you do n't play basketball , though . Okay . Well , I guess she 's going to be playing a lot of new sports . That 's actually a soccer"
220,240,"ball now . We 're going to get some Uno cards . $ 4.99 . Oh my god . Oh my god . Why are you buying that many toys ? She 's dropping all of the toys . This is all like boy toys . Why are you getting them ? Yeah , you 're pretty right . I should get some girl toys . She 's just getting a lot of stuff that she 's probably not even going to use . Salish . Dude , are you Can you talk to this person ? They 're my Door"
240,260,"Dash person . What am I supposed to do ? Just do whatever like they 're asking . I 'm getting your Door Dash while you 're spending my money . This better be on your account , Salish . It better be . It is . I swear . I got did n't have fun because I had a credit card for Postmate . Or wait , what ? I had a gift card for Postmates and I got the cucumber salad and the spicy noodles . That sounds so good right now . What '"
