start_time,end_time,words
0,20,yes we 're going there uh be is going to meet his grandma today she 's coming over uh we 're meeting outside at a play center because Mar is sick so because this guy was sick and
20,40,then luckily I was spared somehow but yeah looking forward to meet you Grandma it 's been so long it 's a dog yes it 's a dog so much to point at that 's a bus can you
40,60,bus Dan hello
60,80,present from far
80,100,say we got Mama flowers he picked them just for for
100,120,Mama so I asked my mom if she could bring back some DVDs in Swedish for be so he can watch Swedish stuff as well and she was like well no one watches DVDs
120,140,here anymore but she managed to secure the bag so typical my mom to really overdo it but this is perfect we have so many Swedish people will know bum of course oh bumy
140,160,tooll school again yes
160,180,thank you for pointing at the train for
180,200,us be VN insisted that we stop and smell the flowers you 're going to fall over Budd what are you doing yes it 's a flower a bloa it 's a yeah is it what grandma taught you to
200,220,smell the flowers oh F
220,240,yes you think I 'll win it on first try that did n't sound good we did n't even start yet you went farther away oh no
240,260,oh no what happened a she 's obsessed we 're not going to be able to anymore B 's going to starve she wo n't stop M we have to go it 's not
260,280,happening not even close on Bo did you eat all on your own 100 % huh oh do n't use your hands now do you
280,300,even take a bath what is that face imagine this totally plausible scenario you 're sitting watching internet minding your own business looking up how to make the most perfect meatballs even though you do n't eat meatballs cuz you 're epic pescatarian but little do you know are watching all right
300,320,yes give me that sweet sweet data give me that search history wait a minute he 's just watching Minecraft villager singing H for 10 hours compilation that 's right if you do n't use nordvpn you might as well run around the streets naked showing everyone a picture of your peee and let me tell you no one
320,340,wants to see that not even the hackers which is why you need Nord vpa explosion encryption explosion security make making you digitally invisible Next Level encryption Nord bpn believes your data is your data they do n't even know
340,360,what it is you 're an internet service provider hackers even that one guy that leans over looking at your screen they do n't know with nor VPN no one knows if you 're traveling boom nor VPN let 's connect to over 60 countries meaning your favorite shows comes with you no matter where you go want to be in Japan want to be in Sweden combine the best world be everywhere we
360,380,with nordvpn that 's how VPN that 's how they work but the nordvpn is better do yourself a favor and check out nordvpn.com PewDiePie with my link you will get the best deal available with bonus and four month for free that 's if you use my link you get the best offer and if you do n't like it for
380,400,whatever reason it 's 30 - day money back guarantee I 've been using it privately for years I 'm a huge fan I highly recommend it stay safe on the internet and unlock the internet to full potential you got to have it I should uh probably explain what 's been
400,420,going on I think it 's I have n't filmed much because Bean 's been super sick he 's got an infection I do n't remember what it was called but it hit him really hard and it 's been very intense for us I think I titled a video like this month has been hard or something but like this is so much worse he 's better now I think that 's all that
420,440,matters but we were at the emergency twice his fever went up to 42 doctors seem to think that 's like not a big deal here and uh yeah this just been difficult to navigate but yeah he 's good now everyone 's happy we 're happy that you 're
440,460,doing better it 's a bird yes you tost the Wow have what 's sit you want to touch the food oh you want to eat the with the sticks like Daddy wow you already
460,480,know how to do sauce oh she oh my gosh can I I think it would actually
480,500,that 's cheating you 're where 's V I do n't know you do n't know where V is J he was here a second ago I swear he was right there J J come out this is not a game
500,520,wait a minute why you whisk so well look how proud he is I remember when I was a kid my dad could whisk really well and I was Al so jealous I was like one day I 'll learn how to whisk
520,540,like my dad and you did and neither will burn cuz I 'm taking it
540,560,away for Mama 's sparking he understands she 's coming I wanted to see
560,580,if you recognize her I 'm meeting up with my Shir now was be look who it is being okay okay Vian come find me come find me vi
580,600,they 'll never find me he thought I was going to be over he 's you B me okay Mama go
