start_time,end_time,words
0,20,so we got a chance to unbox the pro and pro Max iPhone 16 but what about the standard iPhone 16s which in some ways seem more interesting this generation because they have most of what the pro and pro Max have but at a more affordable price and arguably in colors that people are more excited for MO is definitely more excited for these colors right here this one
20,40,they 're calling teal maybe this one 's my favorite I do n't know San Jose Sharks this is Mo 's favorite which is called ultramarine and I think he likes it because it 's called ultramarine at least has to be part of it obviously we have the plus and the standard size they 've rearranged the camera layout on the back these devices do have quite a bit of wobble because of that camera layout I 'm going to compare
40,60,the wobble to the previous generation with the diagonal camera layout we 'll do a wobble comparison very soon I was surprised that Apple gave the camera control functionality to the standard model not just the pro cuz it kind of seems like a pro feature and a way for them to differentiate but they know more than I do they got all kinds of data and market research that is a beautiful color
60,80,ultramarine yeah they have all kinds of data to suggest where they need to be at from a price point perspective and which ones are going to be their hot models and which features they should have in there so we have camera control on the standard iPhone this is a little bit lighter there 's no titanium here we 've got the aluminum frame finish on the back I think it 's pretty nice I mean definitely an iPhone I 'm pretty sure
80,100,that 's an iPhone USBC we also got the physical SIM tray Canadian version we have eim buil in as well big power switch volume rocker action button pretty nice package starting at a lot less than the pro model the unboxing experience is identical as we carry on braided USBC cable packed up in the origami style and
100,120,the good old SIM tool unchanged for Generations now when it comes to comparing the 15 to the 16 good Lord they are very very similar very very similar in form factor let 's do that wobble test that I am so curious about in the very Corner we 're okay on the 15 as we move up the
120,140,device we increase our wobble we do get wobble in the very oh we got a double wobble it 's it 's more wobbly we get wobble here wobble here wobble here whatever I mean a lot of smartphones are wobbling at this point it 's a plague it 's a wobble plague of course Google cares about these things shots fired that 's up to you to decide all right let 's move on to the teal see
140,160,how it compares to the ultramarine and this is the plus siiz iPhone 16 standard oh I love it is it enough to persuade Mo to change his mind oh ultramarine versus teal teal is very nice teal is very nice he says teal is very nice do we have previous gen plus we do and once
160,180,again we are extremely comparable wobble test oh wobble test gets even worse that one wobbles if you touch it if you try to make it wobble but when you place it down it 's no wobble this one you place it down and it just wobbles see what I mean it just wobbles when you just place it on the table 15 sits there unless you aim to make it wobble okay I 'm going nuts here with this
180,200,wobble thing but if we go instead and compare to the new Pro Models we can see the scale difference there Pro Max versus iPhone 16 and pro 16 versus standard 16 you can also tell here that the non - pro variant is slightly thinner which is cool I mean it 's slight but it is there this episode has been sponsored by ESR and their
200,220,brand new iPhone 16 cases so let 's start with the tough case exceed 7x military grade protection foldable stash stand built in designed to work with mag save this is going to be your super rugged option you can see the mag safe on the back and we have a multi - layer setup we have coverage on the power port and of course we 've also got access for camera
220,240,control now so this is what 's called the foldable stash stand and this obviously allows you to have a better viewing experience hybrid case with stash stand clear color Halo lock magnetic case stash stand still get that functionality like that slightly less of a tank than the tough case but
