start_time,end_time,words
0,20,in these chests is over 100 000 worth of gift cards and all of these minecraft creators are going to be racing to see who can find the 100 000 worth of gift cards first i have invisibility arrows so that might be an advantageous strategy i actually have frankly i do n't see how we could lose i 'm just i 'm so
20,40,hyped we 're gon na do so well i can see it i want to start the scavenger hunt with the bang so i tweeted the first guys check jimmy 's twitter chick jimmy 's twitter oh gon na go check jimmy 's what did the beast tweet kill someone on the dream smp for your first hit kill okay no this is bad i do n't know how to kill anybody you have to kill someone for
40,60,your first time sorry nietzsche just killed me and took all my stuff separate just killed me where are the people at where the people at where the people at where 's jm oh now no one can see him i 'm sorry nikki no purple please kill each other oh my god they 're just killing nikki where are
60,80,people where 's cole do n't call cole fundy 's killing me phil kill me phil kill me phil kill me and share the hidden okay he 'll kill me there 's no way i 'm killing anybody else so i mean all
80,100,right carl where 's my head connor killed himself i guess that counts and speaking of big prizes we 're giving away ten thousand dollars to one of our subscribers so if you want a chance to win hit that subscribe button right now i 'm sending it to you on twitter the the new clue okay perfect thank you it 's pretty simple if one of the players got a kill i had carl send that player a guys the hint was that it 's in a desert
100,120,okay so he 's standing on okay so he 's standing on a diamond block with two signs what 's on top of the fence where is the desert guys it 's in the desert and there 's a lead and a diamond okay so where 's the nearest desert carl has n't messaged me where 's my clue called we can figure out the direction if we can figure out where the sun is hello do you work with mr
120,140,beast yes i do sorry hello hello why are you all alone everyone else is with each other i am against teaming mr beast just for that i 'll give you an extra hit it 's a large desert jack i honestly might go have a nap do n't have a nap pong you 're not thinking straight hello jimmy how are you i 'm good
140,160,okay all right the hundred thousand dollars in gift cards is comprised of a ten thousand dollar best buy ten thousand dollar game stop ten thousand dollar hearties ten thousand dollar taco basically everything you ever wanna buy until you die is here let 's say theoretically i want to buy a lionfish what gift card would help me with that one oh oh perfect so there 's actually five
160,180,thousand dollar bass pro shop gift card we need to go we need to go before i go just think of my favorite numbers 69 420 69 420 all right there we go we can fast travel wilbur no use the checkpoints you fall i 'm going on a hunch and i 'm just gon na go to minus six nine six nine and then plus six
180,200,nine six nine there was n't really anything uh minus six thousand nine hundred or six nine six nine wait hold up there 's a chest on some leaves it says lol someone just said try the year his channel was made and my first thought was no no one 's that obsessed with and then i went oh wait yeah let 's look at this
200,220,channel x - ray texture pack that 'd be a great idea however i feel like that would be considered cheating am i above that no i think what we should do is uh get the chance to do it for us so go on the seed everyone i 've shown the strength i 'm just running looking for desert eventually so many chunks are being loaded at the same time that the map literally could n't keep up with the lag wait
220,240,fellas is the server really laggy what happened to this server the chunks are n't loading how 's anyone meant to get anywhere if we just keep glitching back stop let me craft i need to craft we need help oh my gosh that was not an unloaded challenge that was an actual chunk that someone dug out yes
240,260,i literally almost died so dream had to reset the server closed no no the sub just died no after the server reset we realized that people were getting much closer to the gift cards oh no i actually think those coordinates i put in chat may be it because there 's a desert there oh go go go go go then go what the muffin where is
